Recency,Frequency,Monetary
1.435416486236707,-0.9552142636712971,3.706218992728547
-1.953392853909607,1.0744251947249353,1.4118388772889616
0.3828648163556486,0.3863044476016776,0.7164847325999448
-0.6191833070555341,-0.9552142636712971,0.6987352407051275
1.4013682016317999,-0.9552142636712971,-0.6189656491201678
-0.13743571915869282,1.2468684386726128,0.980748733026077
1.1001071075695052,-0.9552142636712971,-1.6651556408227788
1.19264928053155,-0.9552142636712971,0.31131250733576876
1.134533848707559,-0.9552142636712971,-0.36704626975046073
-0.4810838190713979,0.05960546552681911,1.0721620111650132
-0.19855590717245897,-0.9552142636712971,1.70193521398601
-2.246473141966381,-0.36158277709840037,0.37403445166179866
0.1874922279010057,0.3863044476016776,1.7227829344304524
0.12232876759981902,0.05960546552681911,1.0287616662784091
1.3458318043807145,-0.9552142636712971,-1.0671596799468208
-1.7454490802607894,1.5406654655354899,1.565096786593465
0.6501271838848183,-0.36158277709840037,-0.2213030972459305
-1.2444250185551984,0.3863044476016776,0.4670429711132853
1.3558019614742969,-0.36158277709840037,-0.10215401617047944
-1.58415535858318,-0.9552142636712971,-1.1598403000918145
0.10856025741895421,0.3863044476016776,1.2566377108620872
0.004053340941549526,-0.36158277709840037,0.755626373421048
0.34378368096953166,0.05960546552681911,0.4578762899557497
1.4036886688869104,-0.9552142636712971,-0.5504005910628182
-0.3924638042866372,-0.9552142636712971,0.014565423680842357
-1.014238722909565,-0.36158277709840037,-0.3703350207391617
1.4128967542924142,-0.36158277709840037,0.6379370961965063
0.7708780408021545,-0.9552142636712971,1.3542028821790322
0.4377893241863047,-0.36158277709840037,0.12359221556772808
-0.5132146612039737,0.3863044476016776,1.047283359072026
-1.58415535858318,0.6532369520997158,0.7374644879040412
1.025906125930099,0.6532369520997158,0.7397226389033341
-0.3135318338045854,-0.36158277709840037,-0.17484144335132484
1.4615455333931064,-0.36158277709840037,-0.473141185520467
-0.7434009568496068,0.8789251688960832,1.0634132320811218
0.41994088823918485,-0.9552142636712971,-0.2244154814403443
-0.5132146612039737,-0.9552142636712971,-0.3644766777607137
0.3537538380631141,0.3863044476016776,0.6153997142894726
0.2586471665615756,-0.36158277709840037,0.4420724943322822
-0.5821072351719976,1.7852452398084835,1.1286941759656721
-0.15724038073605973,-0.36158277709840037,0.9496515358607118
0.01994024263419349,-0.9552142636712971,0.6416093290848806
0.7130211762959586,0.3863044476016776,0.33255682019838684
1.3849129397668314,-0.9552142636712971,-1.7078101609337313
1.43096831878867,-0.9552142636712971,-0.9308211465627879
0.08021054821120303,-0.9552142636712971,-0.4237795380547981
0.8694799305871245,-0.9552142636712971,0.6771168382827476
-0.4810838190713979,-0.36158277709840037,1.226849507547301
0.08021054821120303,0.6532369520997158,0.6760612851966545
-0.22013437314720033,0.6532369520997158,1.0936755987191418
0.41084863088123136,0.05960546552681911,2.162097590914845
1.3967047988163068,-0.36158277709840037,-0.04030793635548391
0.37329083626797643,0.05960546552681911,0.41307357707316456
0.29175944119956315,0.05960546552681911,0.030619218296725863
1.1445500588054698,0.05960546552681911,-0.20647161274646395
-0.42081351349438834,2.555485194733606,4.0890924039902155
-1.7454490802607894,1.4011241767997944,1.2794936264141672
0.669576561636311,-0.9552142636712971,-0.06917364271986563
0.2586471665615756,-0.9552142636712971,-0.15459129779480965
-0.7434009568496068,0.3863044476016776,0.08030617908342957
0.5517274546183494,0.05960546552681911,0.07687377598006076
-2.7474972036719723,1.2468684386726128,0.743472033275359
0.9343924245311156,-0.36158277709840037,0.700275855115743
0.41084863088123136,-0.9552142636712971,0.05038172869849606
1.0639583288589283,-0.9552142636712971,-0.17829441935668208
-0.5132146612039737,0.05960546552681911,0.09855865002553231
-0.3924638042866372,1.4011241767997944,1.8992921175960167
-1.0831312968775888,0.3863044476016776,1.3012637976198458
-0.012190599498382656,-0.9552142636712971,-0.8294679040701597
-0.15724038073605973,2.0892449239230517,1.7369883411690208
-0.028807996381232836,0.6532369520997158,1.5392888351634122
-2.7474972036719723,1.0744251947249353,2.3123694750384582
0.4637618762107417,-0.36158277709840037,0.0794199078578061
0.41994088823918485,-0.36158277709840037,1.8865409967442204
0.5812346099167948,-0.9552142636712971,-0.28566250729359033
-2.246473141966381,2.3408466559766334,1.5221464588021685
-0.7900510088208152,-0.36158277709840037,1.0986962989202265
1.5210455559817389,-0.9552142636712971,-1.1383670307406473
-1.7454490802607894,-0.9552142636712971,-1.1451847904395656
-0.5132146612039737,0.6532369520997158,1.5307789257175999
-0.4810838190713979,-0.9552142636712971,-1.346243501363768
0.1874922279010057,-0.9552142636712971,0.25244114900986575
1.2259930295139727,-0.9552142636712971,-0.338060605708878
0.004053340941549526,-0.9552142636712971,-0.38442181801758074
-0.4810838190713979,0.3863044476016776,1.365755216216042
0.9072833125395929,-0.36158277709840037,-1.0345918327150982
-1.014238722909565,0.6532369520997158,2.000422162978973
-0.6995799688780504,-0.36158277709840037,-0.4184732141888275
0.7981576907039146,-0.9552142636712971,-0.024701659848446526
0.17492104270683098,-0.9552142636712971,1.252737790781889
0.36358834254689887,0.8789251688960832,0.9682221079632412
0.004053340941549526,0.05960546552681911,1.1703569754282854
0.29175944119956315,1.0744251947249353,0.9341057939405644
0.34378368096953166,-0.36158277709840037,0.20768055864037074
0.5441585380332579,-0.36158277709840037,0.09959678739105968
-0.6191833070555341,-0.36158277709840037,0.38854732868969805
0.135839907320714,0.3863044476016776,0.48598771285308145
-1.014238722909565,1.2468684386726128,0.40341003831249295
-0.6582644424416512,-0.36158277709840037,0.013773960411892319
1.037533587311337,-0.36158277709840037,0.00012095410023945894
-1.953392853909607,3.057582165231702,2.6252442652365526
-0.22013437314720033,1.0744251947249353,1.7472977632264355
-0.28902694711522386,0.6532369520997158,1.3401822820097122
-0.6582644424416512,2.3408466559766334,1.8390334412880012
0.135839907320714,-0.9552142636712971,-0.006613295615449387
-0.7434009568496068,1.6680566812978321,1.7763203886281311
-0.4810838190713979,0.8789251688960832,2.303032767447546
-1.7454490802607894,-0.9552142636712971,-0.054569015822249656
